, gaze_angle_x, gaze_angle_y, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz,mouth,y,y_pre_label
2817,0.215,-0.098,12.3,23.5,477.8,-0.332,-0.044,0.022,13.6,1,1
2818,0.217,-0.127,13.0,24.1,479.3,-0.348,-0.061,0.034,14.1,1,1
2819,0.238,-0.138,14.0,24.9,481.2,-0.365,-0.084,0.043,14.9,1,1
2820,0.262,-0.134,15.0,25.9,484.2,-0.384,-0.109,0.048,14.3,1,1
2821,0.269,-0.168,15.6,26.6,485.5,-0.39,-0.12,0.051,12.7,1,1
2822,0.285,-0.158,16.1,27.1,488.0,-0.386,-0.128,0.052,11.5,1,1
2823,0.291,-0.148,17.1,27.9,487.8,-0.351,-0.142,0.038,10.1,1,1
2824,0.289,-0.129,17.4,28.4,495.8,-0.354,-0.118,0.03,10.7,1,1
2825,0.308,-0.156,17.3,28.8,497.1,-0.387,-0.141,0.044,10.0,1,1
2826,0.287,-0.12,18.4,29.1,496.9,-0.32,-0.133,0.018,9.4,1,1
2827,0.311,-0.187,17.6,29.7,504.0,-0.391,-0.143,0.043,10.1,1,1
2828,0.288,-0.146,18.6,29.9,502.7,-0.337,-0.149,0.018,8.1,1,1
2829,0.289,-0.122,18.5,30.3,507.0,-0.32,-0.137,0.006,6.1,1,1
2830,0.285,-0.142,17.4,31.3,513.2,-0.386,-0.14,0.033,4.7,1,1
2831,0.292,-0.106,17.3,31.6,511.0,-0.324,-0.14,0.009,4.8,1,1
2832,0.286,-0.125,16.4,31.9,520.1,-0.349,-0.117,0.013,4.4,1,1
2833,0.29,-0.09,15.2,32.1,518.5,-0.393,-0.135,0.025,4.3,1,1
2834,0.337,-0.19,14.6,32.3,515.0,-0.421,-0.15,0.035,4.8,1,1
2835,0.329,-0.203,14.6,32.3,515.0,-0.383,-0.124,0.025,4.8,1,1
2836,0.343,-0.222,14.2,32.2,513.3,-0.43,-0.146,0.037,5.0,1,1
2837,0.297,-0.196,14.9,31.9,509.3,-0.36,-0.138,0.011,4.5,1,1
2838,0.352,-0.221,14.7,32.0,514.4,-0.442,-0.155,0.038,5.2,1,1
2839,0.34,-0.208,15.7,31.7,509.0,-0.359,-0.152,0.012,4.8,1,1
2840,0.34,-0.204,16.4,31.5,508.7,-0.358,-0.153,0.004,4.7,1,1
2841,0.319,-0.202,17.0,31.3,508.1,-0.355,-0.158,0.001,4.5,1,1
2842,0.314,-0.218,18.0,31.2,511.7,-0.354,-0.169,0.0,4.5,1,1
2843,0.368,-0.177,19.1,31.1,514.4,-0.35,-0.179,0.005,4.6,1,1
2844,0.366,-0.126,19.7,30.8,513.8,-0.343,-0.189,0.002,4.1,1,1
2845,0.369,-0.14,20.3,30.5,514.3,-0.352,-0.195,0.003,3.6,1,1
2846,0.37,-0.118,20.9,30.1,514.6,-0.35,-0.204,0.002,3.5,1,1
2847,0.368,-0.12,21.3,29.7,515.3,-0.343,-0.206,0.007,3.5,1,1
2848,0.382,-0.11,21.5,29.2,515.4,-0.343,-0.21,0.011,3.8,1,1
2849,0.368,-0.107,21.8,28.8,515.4,-0.341,-0.213,0.013,3.7,1,1
2850,0.358,-0.099,22.2,28.5,515.9,-0.339,-0.215,0.013,3.8,1,1
2851,0.352,-0.112,22.9,28.3,517.1,-0.336,-0.219,0.017,3.6,1,1
2852,0.368,-0.119,23.4,28.1,517.0,-0.335,-0.226,0.013,3.5,1,1
2853,0.375,-0.102,23.9,27.8,516.5,-0.336,-0.234,0.013,3.5,1,1
2854,0.37,-0.084,24.2,27.4,516.9,-0.333,-0.235,0.016,3.6,1,1
2855,0.362,-0.099,24.6,27.0,518.1,-0.335,-0.236,0.02,3.6,1,1
2856,0.365,-0.089,24.5,26.6,519.4,-0.331,-0.234,0.023,3.9,1,1
2857,0.365,-0.099,24.3,26.4,520.9,-0.333,-0.235,0.029,4.2,1,1
2858,0.354,-0.096,23.8,26.3,521.3,-0.327,-0.232,0.028,4.5,1,1
2859,0.366,-0.096,23.1,26.1,519.4,-0.324,-0.226,0.027,5.4,1,1
2860,0.385,-0.111,22.3,26.3,517.7,-0.32,-0.227,0.027,11.7,1,1
2861,0.392,-0.081,21.9,26.4,516.3,-0.313,-0.229,0.027,16.1,1,1
2862,0.387,-0.113,21.6,26.0,515.0,-0.327,-0.233,0.02,17.8,1,1
2863,0.391,-0.106,21.7,25.9,512.5,-0.333,-0.234,0.016,18.6,1,1
2864,0.374,-0.12,21.9,25.9,510.5,-0.329,-0.233,0.014,19.0,1,1
2865,0.374,-0.121,22.3,26.3,508.9,-0.326,-0.232,0.012,18.7,1,1
2866,0.373,-0.124,22.8,26.8,506.6,-0.319,-0.236,0.01,18.5,1,1
2867,0.37,-0.142,23.3,27.5,503.2,-0.306,-0.236,0.003,18.2,1,1
2868,0.388,-0.117,23.8,28.3,501.5,-0.298,-0.237,-0.0,18.2,1,1
2869,0.411,-0.123,24.3,28.8,500.6,-0.288,-0.231,-0.001,18.0,1,1
2870,0.401,-0.13,24.3,29.2,500.3,-0.284,-0.223,-0.006,17.1,1,1
2871,0.288,-0.085,24.2,30.6,507.5,-0.282,-0.216,-0.012,16.9,1,1
2872,0.238,-0.039,23.8,31.5,513.4,-0.277,-0.198,-0.01,15.7,1,1
2873,0.175,-0.039,22.2,31.6,512.1,-0.26,-0.161,-0.007,14.3,1,1
2874,0.097,-0.028,20.4,31.7,521.7,-0.293,-0.11,0.004,13.9,1,1
2875,0.063,-0.008,18.1,31.7,517.0,-0.343,-0.102,0.022,12.9,1,1
2876,0.075,-0.059,16.0,31.8,511.5,-0.388,-0.1,0.034,13.0,1,1
2877,0.009,-0.073,14.8,31.7,508.4,-0.418,-0.099,0.039,12.8,1,1
2878,0.037,-0.089,14.0,31.6,509.3,-0.432,-0.095,0.04,12.8,1,1
2879,0.046,-0.094,13.6,31.6,509.5,-0.433,-0.09,0.039,13.4,1,1
2880,0.057,-0.087,13.2,31.4,508.5,-0.424,-0.083,0.035,13.8,1,1
2881,0.065,-0.099,12.7,31.3,509.2,-0.426,-0.074,0.036,14.1,1,1
2882,0.048,-0.109,12.1,31.2,508.5,-0.423,-0.066,0.036,14.3,1,1
2883,0.036,-0.108,11.7,31.2,507.9,-0.421,-0.062,0.039,14.6,1,1
2884,0.032,-0.107,11.4,31.3,507.2,-0.416,-0.054,0.041,14.3,1,1
2885,0.035,-0.102,11.3,31.4,505.7,-0.414,-0.054,0.043,14.0,1,1
2886,0.045,-0.105,11.2,31.4,505.6,-0.414,-0.059,0.043,14.1,1,1
2887,0.058,-0.102,11.1,31.3,505.7,-0.413,-0.062,0.043,14.0,1,1
2888,0.07,-0.099,10.8,30.9,504.4,-0.413,-0.067,0.041,14.1,1,1
2889,0.067,-0.103,10.5,30.5,504.0,-0.414,-0.071,0.039,14.2,1,1
2890,0.068,-0.098,10.1,30.0,502.8,-0.407,-0.071,0.038,14.3,1,1
2891,0.062,-0.084,9.4,29.5,501.4,-0.405,-0.068,0.035,14.4,1,1
2892,0.074,-0.092,8.8,29.2,501.4,-0.411,-0.064,0.035,14.9,1,1
2893,0.065,-0.092,8.2,28.8,499.6,-0.41,-0.06,0.035,14.9,1,1
2894,0.045,-0.091,7.6,28.5,498.8,-0.4,-0.057,0.034,15.2,1,1
2895,0.041,-0.092,6.9,28.3,497.9,-0.401,-0.055,0.034,15.6,1,1
2896,0.041,-0.074,6.1,28.4,496.2,-0.399,-0.048,0.031,15.8,1,1
2897,0.035,-0.076,5.3,28.8,496.4,-0.391,-0.038,0.026,15.6,1,1
2898,0.026,-0.074,4.6,29.0,495.4,-0.383,-0.034,0.02,16.2,1,1
2899,0.062,-0.079,3.8,29.3,494.9,-0.373,-0.029,0.014,16.1,1,1
2900,0.057,-0.074,3.0,29.6,495.3,-0.372,-0.022,0.009,15.8,1,1
2901,0.063,-0.052,2.3,29.9,496.1,-0.374,-0.02,0.005,16.0,1,1
2902,0.041,-0.036,1.6,30.2,494.9,-0.366,-0.018,0.001,15.6,1,1
2903,0.049,-0.028,1.0,30.5,495.0,-0.35,-0.015,-0.002,15.4,1,1
2904,0.045,-0.041,0.8,30.8,495.3,-0.352,-0.02,0.004,14.8,1,1
2905,0.052,-0.039,1.3,30.8,494.5,-0.36,-0.019,0.016,14.6,1,1
2906,0.051,-0.05,2.4,30.6,491.5,-0.351,-0.024,0.028,14.6,1,1
2907,0.007,-0.036,3.6,30.5,493.0,-0.361,-0.029,0.043,14.1,1,1
2908,0.025,-0.029,4.8,30.7,493.6,-0.362,-0.035,0.05,14.1,1,1
2909,-0.001,-0.029,5.7,31.0,492.6,-0.362,-0.043,0.056,13.4,1,1
2910,0.026,-0.048,6.4,31.2,493.0,-0.369,-0.047,0.059,13.9,1,1
2911,0.026,-0.043,7.1,31.5,493.8,-0.367,-0.05,0.06,13.6,1,1
2912,0.042,-0.035,7.7,31.7,495.2,-0.369,-0.055,0.061,13.8,1,1
2913,0.025,-0.024,8.2,31.9,496.0,-0.366,-0.062,0.063,14.3,1,1
2914,0.015,-0.028,8.5,32.1,497.3,-0.366,-0.063,0.064,14.9,1,1
2915,0.02,-0.031,8.5,32.3,497.4,-0.365,-0.061,0.064,14.8,1,1
2916,0.02,-0.03,8.5,32.5,497.1,-0.366,-0.059,0.062,14.2,1,1
2917,0.02,-0.028,8.3,32.8,498.2,-0.36,-0.059,0.058,14.0,1,1
2918,0.008,-0.025,8.0,33.0,498.0,-0.361,-0.055,0.055,13.2,1,1
2919,0.009,-0.031,7.6,33.2,498.3,-0.364,-0.052,0.051,11.9,1,1
2920,0.013,-0.019,7.2,33.3,498.9,-0.361,-0.047,0.048,11.4,1,1
2921,-0.008,-0.028,6.8,33.2,497.6,-0.361,-0.042,0.042,10.4,1,1
2922,-0.002,-0.027,6.6,33.2,497.8,-0.362,-0.04,0.038,10.0,1,1
2923,-0.004,-0.014,6.5,33.4,498.1,-0.362,-0.037,0.034,10.1,1,1
2924,-0.01,-0.012,6.5,33.5,498.0,-0.359,-0.038,0.032,10.1,1,1
2925,0.0,-0.018,6.5,33.7,498.5,-0.358,-0.04,0.031,10.9,1,1
2926,0.006,-0.015,6.6,33.7,498.4,-0.354,-0.041,0.03,11.3,1,1
2927,0.013,-0.013,6.7,33.6,497.8,-0.353,-0.04,0.031,11.9,1,1
2928,0.007,-0.021,6.8,33.5,498.1,-0.354,-0.039,0.031,12.4,1,1
2929,0.017,-0.03,6.8,33.4,498.0,-0.354,-0.04,0.031,12.7,1,1
2930,0.019,-0.025,6.8,33.3,498.0,-0.353,-0.04,0.031,12.9,1,1
2931,0.024,-0.02,6.9,33.4,497.7,-0.351,-0.043,0.031,13.1,1,1
2932,0.031,-0.024,6.9,33.4,497.8,-0.353,-0.046,0.029,13.3,1,1
2933,0.02,-0.019,6.7,33.3,498.1,-0.352,-0.048,0.028,13.4,1,1
2934,0.017,-0.019,6.5,33.1,497.9,-0.351,-0.048,0.026,13.4,1,1
2935,0.001,-0.016,6.2,33.1,497.3,-0.35,-0.047,0.024,13.8,1,1
2936,0.0,-0.01,5.7,33.0,497.3,-0.349,-0.045,0.023,14.0,1,1
2937,0.014,-0.005,5.1,33.0,496.9,-0.346,-0.044,0.023,14.1,1,1
2938,0.002,-0.007,4.6,33.1,496.7,-0.344,-0.044,0.023,14.2,1,1
2939,0.018,0.013,4.2,33.3,495.8,-0.339,-0.042,0.021,14.0,1,1
2940,0.018,0.009,3.8,34.0,495.0,-0.318,-0.044,0.02,13.2,1,1
2941,0.018,0.063,3.7,34.5,495.5,-0.335,-0.05,0.015,12.1,1,1
2942,0.056,0.07,3.7,34.8,495.9,-0.333,-0.051,0.014,12.0,1,1
2943,0.051,0.031,3.7,35.0,496.8,-0.319,-0.052,0.015,12.9,1,1
2944,0.008,0.008,3.6,34.8,495.8,-0.314,-0.055,0.014,13.1,1,1
2945,0.006,0.01,3.4,34.8,495.5,-0.313,-0.055,0.016,13.0,1,1
2946,0.026,0.018,2.8,34.8,495.6,-0.317,-0.049,0.016,13.1,1,1
2947,0.03,0.012,2.0,34.5,495.0,-0.317,-0.042,0.015,13.3,1,1
2948,0.032,-0.003,1.2,34.4,494.1,-0.317,-0.039,0.014,14.0,1,1
2949,0.022,0.007,0.7,34.4,494.0,-0.31,-0.033,0.012,14.3,1,1
2950,0.021,0.007,0.3,34.5,493.7,-0.301,-0.033,0.012,14.4,1,1
2951,0.02,0.024,0.1,34.8,494.4,-0.299,-0.031,0.01,14.4,1,1
2952,0.015,0.019,-0.1,35.2,494.7,-0.292,-0.034,0.008,14.5,1,1
2953,0.025,0.033,-0.3,35.4,495.0,-0.291,-0.037,0.005,14.0,1,1
2954,-0.029,0.038,-0.7,35.6,494.1,-0.284,-0.037,-0.001,13.6,1,1
2955,-0.046,0.029,-1.3,35.7,492.5,-0.271,-0.031,-0.009,12.8,1,1
2956,-0.045,0.033,-2.0,36.0,494.1,-0.269,-0.019,-0.014,12.5,1,1
2957,-0.057,0.042,-2.6,36.2,495.4,-0.264,-0.001,-0.018,12.5,1,1
2958,-0.065,0.046,-3.3,36.3,497.1,-0.257,0.016,-0.021,12.9,1,1
2959,-0.079,0.038,-3.7,36.0,496.4,-0.255,0.032,-0.026,13.3,1,1
2960,-0.092,0.05,-3.9,35.3,495.2,-0.252,0.046,-0.028,13.8,1,1
2961,-0.084,0.024,-3.9,34.6,494.2,-0.259,0.069,-0.027,14.7,1,1
2962,-0.092,0.032,-3.9,33.9,491.8,-0.259,0.08,-0.026,14.9,1,1
2963,-0.087,0.043,-3.8,33.9,492.2,-0.252,0.095,-0.025,15.2,1,1
2964,-0.099,0.048,-3.7,34.0,492.3,-0.245,0.112,-0.026,15.7,1,1
2965,-0.113,0.049,-3.5,34.1,491.4,-0.234,0.125,-0.027,16.1,1,1
2966,-0.118,0.058,-3.3,34.1,491.5,-0.222,0.141,-0.027,16.3,1,1
2967,-0.147,0.042,-3.9,34.0,491.6,-0.217,0.156,0.002,14.6,1,1
2968,-0.146,0.026,-3.4,33.7,491.9,-0.221,0.15,0.018,14.8,1,1
2969,-0.154,0.062,-3.0,33.4,494.2,-0.222,0.156,0.031,14.6,1,1
2970,-0.159,0.026,-2.6,33.2,495.5,-0.232,0.154,0.041,14.7,1,1
2971,-0.203,0.033,-2.0,33.0,498.6,-0.237,0.167,0.057,14.1,1,1
2972,-0.18,0.001,-1.6,32.4,498.9,-0.234,0.174,0.066,14.6,1,1
2973,-0.132,0.013,-1.3,32.0,499.1,-0.232,0.169,0.071,15.2,1,1
2974,-0.141,0.013,-0.8,31.9,499.3,-0.237,0.166,0.076,15.9,1,1
2975,-0.124,0.011,-0.1,31.8,499.7,-0.241,0.159,0.078,15.8,1,1
2976,-0.119,0.012,1.7,31.6,497.8,-0.253,0.132,0.066,15.3,1,1
2977,-0.114,-0.01,3.0,31.8,494.7,-0.258,0.139,0.041,14.9,1,1
2978,-0.125,0.008,4.0,32.3,496.8,-0.253,0.141,0.028,13.5,1,1
2979,-0.102,0.049,4.4,32.8,496.9,-0.247,0.142,0.021,12.7,1,1
2980,-0.16,0.081,4.9,34.1,499.8,-0.257,0.135,0.015,12.4,1,1
2981,-0.107,0.109,5.4,35.1,502.3,-0.25,0.136,0.014,12.6,1,1
2982,-0.069,0.101,5.9,36.0,501.7,-0.226,0.127,0.012,12.6,1,1
2983,-0.087,0.065,6.2,36.3,502.4,-0.215,0.134,0.008,13.0,1,1
2984,-0.103,0.044,6.2,36.6,504.5,-0.213,0.145,0.002,12.9,1,1
2985,-0.097,0.039,6.1,36.7,504.0,-0.205,0.144,0.002,13.1,1,1
2986,-0.111,0.011,5.9,36.6,504.5,-0.211,0.145,0.002,13.0,1,1
2987,-0.083,-0.006,5.7,36.0,503.5,-0.216,0.142,-0.001,13.1,1,1
2988,-0.103,-0.006,5.5,35.4,503.7,-0.225,0.146,-0.003,13.7,1,1
2989,-0.102,0.004,5.5,35.0,503.5,-0.225,0.144,-0.002,13.7,1,1
2990,-0.103,0.002,5.2,34.9,503.5,-0.227,0.14,-0.003,13.6,1,1
2991,-0.087,0.003,4.6,35.0,503.4,-0.223,0.138,-0.002,13.6,1,1
2992,-0.08,-0.013,3.7,35.2,503.6,-0.226,0.134,-0.004,13.5,1,1
2993,-0.081,-0.003,2.7,35.2,503.5,-0.219,0.141,-0.007,13.1,1,1
2994,-0.074,0.009,1.8,35.2,502.8,-0.211,0.142,-0.012,13.4,1,1
2995,-0.089,0.008,0.7,35.3,500.3,-0.199,0.144,-0.02,13.1,1,1
2996,-0.131,-0.005,-1.7,35.8,502.7,-0.184,0.158,0.005,12.5,1,1
2997,-0.106,0.029,-2.4,36.0,501.5,-0.187,0.12,0.007,12.9,1,1
2998,-0.102,0.028,-3.8,36.6,500.8,-0.169,0.145,-0.01,12.2,1,1
2999,-0.17,0.047,-6.5,37.5,504.0,-0.135,0.166,0.007,11.6,1,1
3000,-0.135,0.075,-8.5,38.0,506.4,-0.112,0.176,0.008,11.6,1,1
3001,-0.174,0.081,-10.2,38.6,504.5,-0.123,0.18,0.009,11.2,1,1
3002,-0.184,0.064,-11.7,39.4,505.0,-0.135,0.194,0.004,10.2,1,1
3003,-0.244,0.057,-13.0,40.3,505.2,-0.137,0.225,-0.001,9.3,1,1
3004,-0.238,0.031,-14.7,41.0,506.2,-0.152,0.239,-0.006,9.6,1,1
3005,-0.296,0.071,-16.0,41.4,506.5,-0.136,0.282,-0.007,10.0,1,1
3006,-0.218,0.08,-17.5,41.5,507.5,-0.101,0.272,-0.014,10.9,1,1
3007,-0.206,0.084,-18.5,41.2,505.9,-0.085,0.243,-0.018,12.0,1,1
3008,-0.192,0.085,-20.3,41.1,505.0,-0.102,0.231,-0.016,12.8,1,1
3009,-0.265,0.155,-22.4,41.2,507.0,-0.048,0.309,-0.018,13.8,1,1
3010,-0.189,0.138,-23.4,40.7,503.5,-0.045,0.259,-0.025,13.0,1,1
3011,-0.225,0.128,-23.6,40.3,504.2,-0.048,0.23,-0.038,10.0,1,1
3012,-0.216,0.126,-23.8,40.3,505.2,-0.061,0.23,-0.051,10.4,1,1
3013,-0.255,0.108,-24.3,40.1,505.7,-0.06,0.274,-0.059,12.7,1,1
3014,-0.284,0.144,-25.1,39.8,505.2,-0.048,0.337,-0.055,15.5,1,1
3015,-0.291,0.123,-25.8,39.4,503.2,-0.052,0.406,-0.05,18.8,1,1
3016,-0.281,0.126,-26.3,39.1,500.0,-0.057,0.44,-0.043,19.3,1,1
3017,-0.332,0.138,-25.8,39.4,501.2,-0.046,0.474,-0.043,20.6,1,1
3018,-0.346,0.136,-26.0,39.9,500.0,-0.031,0.55,-0.036,15.0,1,1
3019,-0.376,0.137,-26.0,39.9,497.5,-0.044,0.594,-0.025,14.1,1,1
3020,-0.332,0.173,-25.8,39.9,497.5,-0.05,0.6,-0.02,12.9,1,1
3021,-0.355,0.157,-25.7,39.5,495.7,-0.045,0.625,-0.017,12.7,1,1
3022,-0.384,0.122,-25.6,39.3,495.0,-0.036,0.64,-0.019,13.2,1,1
3023,-0.369,0.133,-25.7,39.3,497.8,-0.037,0.617,-0.015,13.4,1,1
3024,-0.319,0.147,-25.7,39.1,499.6,-0.037,0.609,-0.009,14.8,1,1
3025,-0.357,0.136,-25.5,38.8,499.5,-0.043,0.631,-0.0,16.4,1,1
3026,-0.357,0.12,-25.3,38.4,501.8,-0.053,0.628,0.01,17.7,1,1
3027,0.0,0.0,-25.3,38.2,502.9,-0.058,0.63,0.016,17.7,1,1
3028,-0.341,0.124,-25.3,38.1,505.5,-0.064,0.632,0.021,18.5,1,1
3029,0.0,0.0,-25.0,37.8,507.4,-0.063,0.631,0.028,19.3,1,1
3030,0.0,0.0,-23.6,38.1,518.2,-0.066,0.603,0.038,17.2,1,1
3031,0.0,0.0,-22.9,38.6,525.6,-0.058,0.6,0.032,15.9,1,1
3032,0.0,0.0,-22.2,38.5,525.0,-0.058,0.595,0.027,15.3,1,1
3033,0.0,0.0,-21.9,38.4,526.2,-0.033,0.615,0.023,16.0,1,1
3034,0.0,0.0,-21.2,37.8,527.5,-0.031,0.649,0.027,18.2,1,1
3035,0.0,0.0,-20.6,38.2,535.9,-0.062,0.66,0.041,18.1,1,1
3036,0.0,0.0,-19.9,37.6,536.9,-0.05,0.679,0.044,15.9,1,1
3037,-0.421,0.11,-18.9,37.6,543.9,-0.071,0.728,0.068,17.0,1,1
3038,-0.455,0.052,-19.0,37.4,547.5,-0.106,0.72,0.079,15.5,1,1
3039,-0.47,0.069,-19.1,36.6,545.6,-0.129,0.717,0.085,14.7,1,1
3040,-0.339,0.029,-22.9,34.4,515.1,-0.201,0.506,0.063,18.2,1,1
3041,0.0,0.0,-21.7,34.0,524.8,-0.178,0.441,0.054,20.4,1,1
3042,0.0,0.0,-21.9,33.5,533.9,-0.172,0.57,0.091,24.0,1,1
3043,0.0,0.0,-20.9,34.6,551.7,-0.17,0.568,0.096,17.4,1,1
3044,0.0,0.0,-19.8,34.6,557.7,-0.148,0.634,0.103,15.3,1,1
3045,0.0,0.0,-19.0,34.5,557.9,-0.129,0.682,0.099,11.6,1,1
3046,0.0,0.0,-18.2,33.9,553.7,-0.125,0.751,0.125,14.4,1,1
3047,-0.313,0.02,-22.6,32.5,515.8,-0.211,0.451,0.066,15.3,1,1
3048,0.0,0.0,-22.5,32.2,526.5,-0.154,0.469,0.084,20.4,1,1
3049,0.0,0.0,-23.0,31.9,527.3,-0.112,0.443,0.087,21.6,1,1
3050,0.0,0.0,-23.4,31.8,529.4,-0.098,0.431,0.092,21.0,1,1
3051,0.0,0.0,-23.4,31.9,529.3,-0.092,0.426,0.092,20.7,1,1
3052,0.0,0.0,-23.7,32.1,530.7,-0.087,0.416,0.091,21.2,1,1
3053,0.0,0.0,-24.0,32.3,532.7,-0.093,0.415,0.091,20.9,1,1
3054,-0.297,0.035,-23.4,33.1,521.0,-0.18,0.442,0.068,15.5,1,1
3055,-0.294,0.106,-23.8,32.9,524.6,-0.132,0.464,0.07,17.5,1,1
3056,0.0,0.0,-23.8,32.8,527.6,-0.115,0.432,0.075,19.1,1,1
3057,0.0,0.0,-24.1,32.6,530.7,-0.095,0.428,0.079,21.3,1,1
3058,-0.301,0.097,-23.8,33.3,522.0,-0.129,0.459,0.062,16.7,1,1
3059,0.0,0.0,-23.6,33.2,528.1,-0.122,0.423,0.065,16.6,1,1
3060,0.0,0.0,-24.1,32.6,532.2,-0.08,0.425,0.074,19.2,1,1
3061,0.0,0.0,-24.5,32.2,535.2,-0.069,0.418,0.086,21.1,1,1
3062,0.0,0.0,-24.8,32.1,535.6,-0.066,0.421,0.088,21.8,1,1
3063,-0.297,0.124,-24.9,32.1,536.6,-0.059,0.423,0.088,22.4,1,1
3064,-0.267,0.074,-24.6,32.8,525.5,-0.119,0.444,0.06,16.8,1,1
3065,0.0,0.0,-24.3,32.8,530.2,-0.102,0.437,0.065,18.3,1,1
3066,0.0,0.0,-24.4,32.5,533.0,-0.073,0.432,0.075,21.2,1,1
3067,-0.297,0.06,-24.1,33.1,521.7,-0.147,0.43,0.058,15.7,1,1
3068,-0.67,0.076,-6.4,32.0,531.5,-0.251,1.29,0.303,13.8,1,1
3069,-0.719,0.096,-3.1,31.8,528.7,-0.355,1.379,0.428,10.7,1,1
3070,-0.701,0.098,-1.9,31.1,525.5,-0.384,1.406,0.479,9.7,1,1
3071,-0.714,0.122,-1.5,31.4,525.7,-0.39,1.407,0.481,8.5,1,1
3072,-0.76,0.133,-0.7,31.9,525.0,-0.489,1.416,0.559,7.7,1,1
3073,-0.751,0.055,-0.3,33.2,531.7,-0.532,1.411,0.583,8.2,1,1
3074,-0.754,0.031,1.1,33.6,528.9,-0.769,1.432,0.803,8.1,1,1
3075,-0.757,0.052,1.8,34.1,528.5,-0.916,1.435,0.941,8.3,1,1
3076,-0.787,0.053,2.5,34.2,524.9,-1.1,1.438,1.121,8.1,1,1
3077,-0.766,0.026,3.2,34.6,520.5,-1.323,1.435,1.332,8.4,1,1
3078,-0.764,0.019,3.4,34.9,516.9,-1.425,1.43,1.426,8.3,1,1
3079,-0.773,0.022,2.9,35.0,514.8,-1.354,1.421,1.352,9.3,1,1
3080,-0.789,0.034,2.2,35.0,514.3,-1.212,1.409,1.21,10.4,1,1
3081,-0.765,-0.006,1.3,35.2,514.4,-1.121,1.389,1.109,10.4,1,1
3082,-0.753,-0.021,0.3,35.3,517.9,-1.014,1.365,1.001,10.7,1,1
3083,-0.749,-0.017,-1.0,35.8,520.7,-0.915,1.337,0.884,10.3,1,1
3084,-0.716,-0.008,-1.6,35.7,519.8,-0.9,1.328,0.854,10.4,1,1
3085,-0.722,0.004,-1.9,35.5,521.9,-0.864,1.32,0.819,9.0,1,1
3086,-0.738,-0.023,-2.1,34.4,514.8,-0.841,1.326,0.803,10.5,1,1
3087,-0.73,0.038,-2.1,33.0,510.2,-0.769,1.321,0.765,10.9,1,1
3088,-0.689,0.098,-3.1,32.2,527.6,-0.458,1.256,0.542,10.4,1,1
3089,-0.682,0.103,-2.2,30.6,519.4,-0.397,1.273,0.538,10.6,1,1
3090,-0.651,0.031,-3.1,30.5,516.1,-0.438,1.244,0.565,10.6,1,1
3091,-0.629,0.044,-4.8,30.1,513.0,-0.437,1.192,0.543,11.6,1,1
3092,-0.607,-0.007,-4.6,31.9,523.9,-0.475,1.136,0.546,14.3,1,1
3093,-0.623,-0.054,-4.0,32.8,528.3,-0.498,1.116,0.552,14.3,1,1
3094,-0.602,0.038,-3.0,31.7,525.8,-0.454,1.109,0.553,16.2,1,1
3095,-0.637,0.108,-2.1,29.0,512.1,-0.353,1.122,0.542,17.3,1,1
3096,-0.656,0.111,-0.6,27.6,506.2,-0.276,1.144,0.524,18.7,1,1
3097,-0.613,0.182,0.3,26.9,503.9,-0.233,1.146,0.515,19.5,1,1
3098,-0.645,0.178,1.4,25.4,494.2,-0.162,1.166,0.492,17.2,1,1
3099,-0.662,0.189,2.9,24.5,488.0,-0.174,1.18,0.525,14.5,1,1
3100,-0.68,0.206,5.2,25.8,492.5,-0.346,1.208,0.653,6.9,1,1
3101,-0.726,0.099,8.6,27.9,499.3,-0.586,1.235,0.835,6.0,1,1
3102,-0.722,0.062,10.0,28.9,501.3,-0.64,1.22,0.864,5.7,1,1
3103,-0.732,0.03,11.8,31.0,508.5,-0.791,1.217,0.96,6.7,1,1
3104,-0.767,-0.107,13.4,32.9,512.7,-0.898,1.202,1.01,8.0,1,1
3105,-0.775,-0.081,14.3,33.1,512.4,-0.966,1.204,1.06,8.1,1,1
3106,-0.739,-0.062,14.5,32.9,513.8,-0.93,1.189,1.03,8.4,1,1
3107,-0.724,-0.1,14.8,33.6,514.2,-0.989,1.18,1.059,10.1,1,1
3108,-0.694,-0.069,14.7,33.7,513.1,-1.003,1.166,1.06,9.8,1,1
3109,-0.73,-0.079,15.7,33.3,512.0,-1.061,1.174,1.117,9.9,1,1
3110,-0.731,-0.1,16.9,32.8,510.0,-1.113,1.175,1.17,9.4,1,1
3111,-0.74,-0.154,18.3,32.4,511.0,-1.161,1.174,1.229,8.8,1,1
3112,-0.779,-0.144,20.3,32.3,512.5,-1.292,1.178,1.362,8.1,1,1
3113,-0.738,-0.14,21.3,32.4,512.2,-1.34,1.168,1.406,7.9,1,1
3114,-0.779,-0.138,21.7,32.1,512.4,-1.34,1.161,1.411,9.5,1,1
3115,-0.735,-0.178,22.2,32.1,515.1,-1.33,1.155,1.413,11.2,1,1
3116,-0.73,-0.118,21.9,32.2,518.8,-1.264,1.133,1.364,13.2,1,1
3117,-0.705,-0.128,21.7,32.9,517.3,-1.305,1.116,1.395,16.5,1,1
3118,-0.693,-0.225,20.7,32.6,512.7,-1.268,1.1,1.367,20.2,1,1
